Rating,Title,Full Review,Information,Service Ratings
3.0 of 5 bubbles,Do not rely on them,"We flew on two internal flights within Vietnam, both substantially delayed. Planes are clean and flight prices are competitive, but if you need to be in a particular place at a particular time, book an earlier flight. I've had several flights with Vietjet.....all have been delayed. The staff are good, it's nothing personal, just be prepared. ",Date of travel: January 2017,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,Surprised by very bad reviews on here ,Check in was prompt. Girl wasn't over friendly but I don't find the Vietnamese as a whole to be very friendly. Not sure what all the confusion is about with checked luggage when I booked the flight through last minute I was given various options as to luggage. As with all low cost airlines the world over hand luggage is restricted. We didn't experience any delay or changes but it seems that a fair proportion of customers have so recommend you take that into account when booking your flight. Prices are half that of other carriers. ,Date of travel: January 2017,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Beyond Expectation,"i was not expecting anything from this airline, and it was my first experience. this is a budget airline, but the way the cabin crew treat the passengers are very nice. assisting the luggage, unending smile of the crew, and the way the attend to passengers need are well done. i will surely use VietJet on my next trip to vietnam",Date of travel: December 2016,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
5.0 of 5 bubbles,Nice staff,We just came back from Thailand to Vietnam last weekend and had a very nice flight. The crew had such nice smiles and helped me a lot.,Date of travel: January 2017,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Easy flying,Having read a lot of reviews I was a bit hesitant on the way to the airport however it was a very relaxing flight. We had a very short wait to check-in and were even upgraded to exit row seats given our height! The flight left on time and arrived on time and was smooth and comfortable. Can't fault VietJet!,Date of travel: January 2017,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Short Trip,"Very Impressed With Vietjet , As a Very Frequent Flyer Due to Christmas Rush Time I was Very Lucky to Find a seat ,Vietjet I Would Rate As The Best Low Price Airlines And Cheapest .From Check in To In Flight Service All Staff Very Polite Helpful English Speaking A1 Service Nothing Was A Problem .Captains Flight Up Dates Clear well Presented , Food And Drinks Unless Pre  Booked You Pay For .I Will Be Flying Again With Vietjet The Saving On My Air Ticket From Other Airlines Was Huge ,Well Done Vietjet See You Soon ,cheers Ron",Date of travel: December 2016,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Not the cleanest,"I cannot say I was impressed with the lack of cleanliness of the plane, seats or toilets. There was a definite absence of the crew once they sold their food or drinks.",Date of travel: December 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,"""Terrible"" is generous...","ABSOLUTE WORST AIRLINE I have flown on EVER. 

Checking in process is a nightmare. My husband and I knew from a previous fight that you had to pay for checked bags so we tried to pay for the bags before check in, which was clearly too efficient for VietJet... so we headed to check in counter, waited forever, and then they held our bags and passports hostage while we paid for our checked bags at a different counter (and yet another line). At the counter to pay for the checked bags, the VietJet woman was extremely rude, took personal phone calls and charged us 1.300.000 vnd for two checked bags (double what we paid on our last VietJet flight). AND the woman in line behind us, who was Chinese, got charged 60.000 vnd for her one checked bag and was helped before we were. If you are from the U.S. expect to be charged way more than anyone else by this airline and to be treated with less respect than any other nationality. 

VietJet - get with the times and allow people to pick seats online and pay for checked baggage! It's 2017!!!!!!!! Also, employ people who can speak English well as that is the language of all tourists here. 

Cheap flights...I guess you get what you pay for!",Date of travel: January 2017,
3.0 of 5 bubbles,VietJetAir-Budget Air Travel,"I have travelled with VietJet Air from Ho Chi Minh City to Chulai airport, just north of Quang Ngai in Central Vietnam. A 45min -1hour trip versus 16-17 hours by Bus or Train. A recently introduced service. No frills, good service, and does the job getting from A to B. Snacks on board.  Deluxe  coach connection from airport to Quang Ngai along highway 1. Staff very helpful and friendly. I have also travelled Da Nang to Macau and same service.",Date of travel: May 2016,
5.0 of 5 bubbles,Constant flow of food,"Every time I fly with Vietjet I am impressed.  Even on a 1 1/2 hour flight, I was served lunch. The outfits worn by the stewardesses are too cute.",Date of travel: December 2016,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Not worth the low air fares,"I live in Vietnam so have flown Viet Jet qutie a few times in the past year and a half for both work and pleasure. But after several bad experiences I will avoid flying this airline again. Not only have they drastically changed my flight times more than once, this last time they did so with little advance warning. At least before, I received an email the day before warning of the change (usually changing a morning flight to late afternoon or evening). But this time, the email came through about 45 minutes before flight was supposed to depart and of course when I and rest of the passengers were already at the airport.  Even the crew showed up and were turned away!  They gave weather as a reason for the change, but the weather was clear in both departure and arrival city. The staff tried to be accommodating but there was not much they could do.

The other issue is how they handle baggage. It is not made clear on your e-ticket or website if baggage is included or requires an extra fee. You can do web check-in the day before, which I usually do, but the website does not allow you to select number of bags or pay any fees then. So when you arrive at counter to check bags they tell you that you have to pay a fee and then send you to another counter to pay it. So you have to wait in yet another long and slow line before going back to finish checking your bag. And the baggage allowance can change for your return flight. Our return flight allowed only 15 kilos for checked baggage and only 7 kilos for carry on. This is nothing! So we had to pay a bigger fee. And though I didn't have to check my bag for the departure flight, only my husband did so, for the return we had to check both. But didn't learn this until my husband had already gone to the other counter to pay his bag fee. He then had to return again to pay for mine. All this time, I refused to budge from the booking counter so as not to lose my place because there were too few counters and too many passengers and much confusion over bags. It was a nightmare! Vietnam Airlines is definitely more expensive, but I'm now convinced they are worth the cost. If you fly Viet Jet, you are playing roulette and there is usually more than one bullet in the chamber! Travel at your own risk.",Date of travel: January 2017,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,refused,"de reis werd mij ontzegd. I not get check in as at first the staff said there's no immigration at Hai Phong, however I was positive informed by Vietnam immigration, and later the argument was I need a valid visa for Vietnam. This is not true: You need a permission to enter Vietnam issued by the agent of Vietnam immigration, costs $ 10,-. I had a email confirmation with me showing my name my gender my bithday my passport number but I agree missing my surname. Anyway the excist this was not a complete paper however showing my visa is available on arrival.
The staff do nothing to help. They not wanted to give names or email addresses of their organisation to complain. They say to go to the website for customer carebut is not at the website. Anyway I did not fly and had a big loss as hotel was booked and paid. Vietjetair also NOT offered to refund taxes and other extra's. So this amount is called stolen.",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
5.0 of 5 bubbles,"Good value for money, on schedule","Had 2 flights with VietJet recently, VZ601 CNX-BKK domestic flight in Thailand and VJ902 BKK-HAN. Both flights accurate on schedule. Service was very good and so was the price. Big plus compared to other low cost carriers in Thailand: they operate from BKK, not from DMK. BKK is easy reachable by airport link from Bangkok city. I can totally recommend this airline.",Date of travel: December 2016,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Terrible customer service. Idiotic luggage policy. ,"This company have a rather stupid bag policy which is not clear on their website. 

We arrived with correct sized carry on luggage but were over the 7kgs on both bags. Fair enough I paid for one bag to go on as check in. My mistake for not seeing the policy. However, they refused to let us split our allowance on the other check in bag. It was 3kgs over making it 10kg. Surely together we have 14kgs we can take on as carry on. We had to then stand at the check in counter putting on clothes, hats, shoes and furiously move things about from bag to bag in order to get the 1 bag under 7kgs. Totally stupid and pointless! 

The flight was also delayed as we're every other vietjet flight I could see on the boards. 

No apology. No smile. Was told to send an email to a generic address if I had a problem. ",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
3.0 of 5 bubbles,Ok airline,"New plane, service is very average, captain doesn't address passengers at all, doesn't turn on the seatbelt sign during turbulence and in general the flight was very nervous because of the unprofessional pilots I think, but that's just my opinion. ",Date of travel: December 2016,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Long delays!!! Never again!!,"This was my first time flying with Viet Jet Air and I chose them because they are a budget airline - biggest mistake!!! We boarded ONE HOUR LATE and none of the staff were apologetic. Lucky I did not have a connecting flight to catch. I do not recommend this airline, you're better off paying an extra hundred bucks and flying with a reputable and dependable airline.",Date of travel: December 2016,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Great Service,"I flew 2 times with VietJet and found the service to be great, schedule on time and clean, new planes.",Date of travel: December 2016,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Worst airline ever dont even try,Always delayed and rescheduled. Worst luggage policy. Worst airline in vietnam and possibly the world.,Date of travel: December 2017,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Avoid at all cost,"Flights might be cheaper, but almost every single one of their flights is delayed for at least 2 hours plus. Inexperience and lack of training in customer service are also noticeable. Terrible airline overall. Do not fly with them.",Date of travel: December 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,"Worst airline experience ever, bad customer service, dubious deceiptful booking process","Worst airline experience ever. Beware! I have flown on many international flights. This is the worst experience I have had. I researched if I need Transit Visa, both with embassy and on VietJet Air's website before booking. Embassy said ""no don't need it"" in my situation since I am only in airport for 2 hours and will not be leaving through Immigration. I could find no information saying I needed it on VietJet Air's booking website. I paid for ticket and then booked connecting flight from HCMC to Bangkok with Jetstar (with a 2 hour layover in HCMC International Airport). Upon arriving at Taipei Check-In counter they refused me to allow me to board without a transit visa! I was gob-smacked that their website doe not state this. After all they are a national Vietnamese carrier.  So they give me a web address to apply for urgent visa (which takes up to 2 days and they said would cost another $90!). Then while I am applying for it they close the check-in counter! I missed the flight and they would not re-imburse any money including money I paid for baggage & extras etc (which is ridiculous considering they didn't take any of my baggage. And I missed my connecting flight I paid for. The staff were EXTREMELY unhelpful. They acted like they were the ones paying ME! Never never again will I make the mistake at buying a ticket with an airline that has such a bad reputation, and justifiably so. I recommend never to fly with VietJet Air if you do not like gambling with your money. I feel the dubious nature of their website is misleading and dishonest so that they can financially benefit in situations like this. My ticket was not cheap either, considering it was holiday season! A complete disaster...",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Pitiful,"Plane was dirty, locals putting their legs/bare feet between the seats from behind - one woman was wearing a motorbike helmet, which had me worried..
Staff were pleasant enough, though the in-flight briefing was unintelligible. Had previously complained to Vietjet TWICE about children standing unsecured on seats during take-off and not even a reply.
Flights often delayed for 4+ hours, though cancellations are rare.
Definitely 'Budget' transportation.",Date of travel: December 2016,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Terrible Airline,"Second time I've used this flight, both times they were delayed by 4+ hours. No compensation despite them being required to do so under Vietnamese Law. In-flight emergency procedure drill is completely unintelligible and quite often the plane hadn't been cleaned very well.
Despite complaining directly to Vietjet, which never got a reply, no action by flight crew when children stand on seats (seat belts not used) during landing and take-off.",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Terrible customer service ,Made a mistake with my flight booking and accidentally booked for the following day as it automatically selects this date. There is a change my booking option but the website wasn't working. I sent an email asking for help (as a traveller didn't have a phone option) but no one replied to me even though it said they would reply within 3 days. On the 4th day I sent another email. Then I recieved a condesending email saying that they had 5 days to reply and they were not going to give me a refund. Their website is also terrible and half the time does not work. I would avoid like the plauge and fly Vietnam or Jetstar instead. ,Date of travel: December 2016,
1.0 of 5 bubbles,Disorganised and awful,Had 4 legs with them - every one of them was delayed (even one they rescheduled to an earlier time)  made my connections very difficult with either  rushing to get the next leg  or L ots of waiting around with gate changes etc all notified really late - legroom cramped even by budget airline standards   Never flying with them again,Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Great service and flight,"We were a little concerned when reading reviews from airline sites about possible delays and cancellations. 
We booked Vietjet and paid a little extra to go to SkyBoss class, the service was excellent, straight to the priority check in the escorted to the business lounge to sample all drinks and food whilst we waited for our flight to board at 9-35am. Once the time had arrived we were escorted to the Tarmac by a lovely young lady and boarded our own bus to the plane then welcomed on board our priority seats 1A and 1C. All other passengers then boarded the plane left on time and arrived on time, we were then escorted from the plane to the luggage collection area where our bags were first out I could not believe how smoothly everything went so after that experience I would Recommend to anyone thinking of flying Vietjet book the SkyBoss upgrade.",Date of travel: December 2016,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Dismal Service & Terrible Experience!,"On Monday we had an early 8am flight from HCMC to Nha Trang booked. Arrived at the airport to be told we were placed onto to the 11am flight. No notification. No excuse. No apology. When asked why we were not notified, we got told because we booked it through a booking agent.. crappy excuse!
When it came to landing in Nha Trang the weather was really bad. Crazy turbulence and sick people all over the place. The pilot was in the process of landing the plane but had to speed up because of technical difficulty. In the process, they realized they did not have enough fuel to circle and land again. So back to HCMC!
We sat on the plane for about an hour to refuel. Then were told to get off, went back to the terminal building and got boarded again?!?!
Long story short, we arrived in Nha Trang after 5pm that afternoon. Again no apology. No offer of a discount or a voucher. Weren't even offered a free water or a snack! Not even for the passengers who were sick!

Today we had a 9am flight booked from Nha Trang to Hanoi. Arrived at airport in time to be told the flight had been postponed to 7:30pm!!! Again. No notification. No excuse. No apology. We ended up having to book new tickets with a different airline since we had to get to Hanoi before a certain time.

Be warned! Avoid Vietjet if you can. Seems like penny wise is indeed pound foolish!",Date of travel: December 2016,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Good for a Discount Airline,"I was a little hesitant to book with vietjet after reading all of the reviews. However, I couldn't come close to their price with anyone else. 4 people from Seoul to Hanoi was $415 including 2 checked 20 kg bags. So I took the risk and it paid off. Service was great and not pushy at all. They never measured our carryons like other discount airlines do and they didn't care that both of our bags were a few kilos over. We brought our own food and drinks so we didn't worry about paying for them on board. The plane was nice although leg room was really tight. We were delayed an hour on the tarmac. I'm not sure if that was their fault or not because we did board on time. But we arrived only 25 min late. Maybe service varies by crew and airport. Out of Incheon it was great.",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,The Southwest of Vietnam,"I took Viet Jet from Ho Chi Minh City to Hue, Hue to Ha Noi, and then returned to Ho Chi Minh City from Ha Noi. Each flight segment was approximately $50. The flights were on time, the flight attendants were courteous and many/most understood English, and the luggage was unloaded quickly.

I made the mistake of pre-ordering a meal on each flight. No need, the flights are so short, and frankly the food wasn't so great.",Date of travel: November 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"Bad airline, please choose other airline","Very bad service, always delay at least twice times. Very disappointed when using this airline, just apologize and that's all. I suggest DO NOT using this airline if you want to avoid delay and you are on time person.",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
3.0 of 5 bubbles,Not too bad!,"As part of our holiday to Vietnam we decided to have a 4 night stay in Hoi An so I booked flights online from Hanoi to Danang a few weeks before the holiday. It isn't the best website and they did manage to take my credit card payment twice, but whilst in Vietnam I was credited for the duplicate payment. Checking in was quick at both airports and the planes are your usual Airbus planes so no real complaints there. 2 return tickets was £150 approx. and the flight was 75 mins each way so the cost was on a par with many European flights. We were advised a week before we went to Vietnam that we would fly to Danang at 10am rather than 12.30pm so I assume that if they haven't filled their flights they consolidate. It meant an earlier start in the morning to get to the airport but not the end of the world. We paid a little extra to choose our seats but because both flight numbers had changed by the day itself we sat elsewhere so probably not worth paying the extra.",Date of travel: November 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Good flight company,"The pilot was very professional  I was sllepy also when I arrived. Unfoturnately, as all the low cost flight company, I have to pay o eat everything. But, anyway, the experience was positive, people that work there are very professional and very kind.",Date of travel: December 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
