Rating,Title,Full Review,Information,Service Ratings
5.0 of 5 bubbles,very good,"first time i have used Bamboo and i was very impressed , staff all very friendly , plane took off ' on time ' , they even gave a free bottle of water which is something that Vietjet DO NOT do ..................",Date of travel: March 2020,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,New 787 business class,"I like the deco n interior of the bamboo airways. Much better than Vietnam airlines. Maybe the colors more matching and more soothing atmosphere.

Overall a short 2 hours flight. Service wise acceptable. Will said not bad. Not much ppl at the biz section. Guess its a short flight. Biz class is abt 4x econ price, most opt for the better value.

Overall, not bad, fresh new look. 

*note TripAdvisor, class type, ur sys does not hv the biz class option",,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,Nice new airline and good service.... but strange other guests,"Being a new airline with considerable new airplane, Airbus A320, all was good, except...

Being almost full with local guests, it didn’t took long people left, right and around taking off their shoes and their socks and showing their bare feet's... not enough, bringing them up close and over their knee, to be in neat/close range and able to reach and hold and crawl their feet’s and toes...

I started breathing through the mouth and looking for an end to this...

I finally surrendered and left my long leg EXIT row seat and went to the fat back, near the toilets... a place not liked by me at all... but free of stinky bare feet’s...!!!",Date of travel: February 2020,
5.0 of 5 bubbles,Very positive experience.,This was a good internal flight. Lots of staff on check in to make it a swift painless experience. The flight itself was a modern spacious plane and it ran onetime.,Date of travel: February 2020,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
3.0 of 5 bubbles,affordable price; in-flight meals are included,"I bought tickets for the cheapest class. Seats are just on an average comfortable level, nothing to highlight and nothing to complain. No in-flight entertainment. However, I am very surprised that the price includes a hot and tasty meal. ",Date of travel: February 2020,
5.0 of 5 bubbles,Super Airline Service,I used Bamboo airlines recently on several flights in Vietnam and couldn’t believe the brilliant service I got on all flights . As a passenger I was treated with the utmost of professionalism from check in to end of flight. Excellent staff and super new spacious aircraft.   Highly recommended. Well done to everyone at Bamboo.,Date of travel: February 2020,
1.0 of 5 bubbles, New airline with extremely poor customer service ,"This airline only commenced in Jan 2019 and already they are not doing themselves any favor with their current front desk crew. First time flying with them, one word to describe my first impression - chaos. Absolute chaos. The staff ""directing"" the queue didn't let anyone know where to line up, she just lifted the barrier and let around 5 people go through and let us figured out ourselves which counter to line up at. Most of the counters at that point already had 4 or more people waiting. 
The staff at the check-in desk was borderline rude in his tone and the way he addressed us. For example, he asked for passport using this exact phrase ""where's passport and travel documents?"".. no pronouns- not even looking up. We conversed in Vietnamese, so really, he got no excuse of not knowing how to use basic polite phrases- especially when he is supposedly in a ""customer service"" role.
Again when he asked about luggages, ""what's this, checked in or carry on?"". 
Did this person missed basic customer service training when he started this job?
I have flown with other budget airlines before, eg., Vietjet, Jetstar, etc. and I know they're not known for their exceptional customer service but at least it's passable. This airline made me feel they have gone really backward with their approach. For a brand new airline shouldn't they be trying extra hard to win customer over with their customer service?
Next time, I'll pay the extra 1 or 2 AUD and fly with Vietjet. Gave them a try but not up to standard, even for a budget airline.
",,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
1.0 of 5 bubbles,Horrible marketing and advertised price,"They advertise seats for 199,000 VND which ends up being 699,00VND after all the surcharges.  Very deceptive airline.  I hope that I am never desperate enough to fly with them",Date of travel: March 2020,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
1.0 of 5 bubbles,Voided transaction,Booked flight and money left my bank. At the time bamboo website said successful. Didn’t receive reservation number so I called them. Had to email a heap of crap for them to finally tell me the transaction was voided and will be refunded in 20 days. To late to re book. They couldn’t check if I was on the flight over the phone? First and last experience with bamboo.,Date of travel: February 2020,
1.0 of 5 bubbles,Sudden flight change & no body answer,"I was told flight's departure time change a night before the flight via email. Unfortunately I found it would be difficult to reach the airport on time  since the departure time is too early for me. I tried to communicate them via email and phone. However, they do not reply to my email, and their call center has no one to answer - just machine answer first but it never connects to operator. 
In total, this airline sucks. I STRONGLY do NOT recommend to use this.",Date of travel: February 2020,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
4.0 of 5 bubbles,"Timely departure, no issues with baggage","My wife and I booked flights with Bamboo airways to get from Hanoi to hue, as well as Da Nang to Ho chi Minh. Both flights left on time, and we had no issue getting our baggage on to the flight. The seating was cramped, but neither flight was full, so it was pretty comfortable",Date of travel: February 2020,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Outstanding airline!!! Service exceptional,"I travelled with kids, the crew staff were amazingly helpful! On time exceptional service! They even offered me tovwarm up my kid's milk when they saw me preparing it!",Date of travel: February 2020,
5.0 of 5 bubbles,Good airline service,I always feel comfortable whenever flying with Bamboo Airways. They treat passengers like their family. I had great  experience with services both at the promtly checkin counter or inflight. Highly recommend and absolutely book again for my leisure trip next time,Date of travel: January 2020,
4.0 of 5 bubbles,Slacken,"I have been flying between HCMC-DAD almost every week for the last 4 months migrating from VietJet and Vietnam airlines. 

The first 3 months was impressive however today’s flight was a disappointment. Most of my booking I did make extra payment to secure more leg room at the emergency seat,  however on last minutes they change the aircraft type from A319 to A321 and that screw up my confirmed seat from 12C to 9C which is not the seat that I paid for. I felt short change and worst of all, I can see other non paying passenger start to take that seat when we airbound.

Unlike other trip where they do provide water and sandwich, this time around they have cut the sandwich and give every passenger just a water (similar to Vietnam airlines)

I did however appreciate the fact that they did sent you message that the flight today was delayed (like every airlines in Vietnam)

If this continue I would re consider again my loyalty back.",Date of travel: December 2019,
5.0 of 5 bubbles,No problems ,"Despite some bad reviews we booked a last minute return flight from hanoi to phu quoc. The price was good considering it was only booked 3 days before. Both flights went extremely smoothly and left on time, planes clean, staff friendly and inflight food suprisingly nice. Would defo use again!! ",Date of travel: February 2020,
1.0 of 5 bubbles,"Horrible Experience, our flights were cancelled for Corona Virus and no refunds given.","Hands down the worst customer service of any airline. It is the equivalent of trying to deal with American airlines, except they are all Vietnamese and reallllly don't like speaking to you in English. Worst customer service I have experienced in 20 different airlines. 
I have flown this airline once in the past as well, the planes are outdated, re purchased retired air crafts, the staff are horrible and should you ever need a change, you are better off buying a new flight.

SAVE YOUR FRUSTRATIONS, SPEND THE EXZTRA $10-20 ON A DIFFERENT AIRLINE!!!!!",Date of travel: January 2020,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Well there you go cheap flights do not have to be a bad experience,"After too many bad experiences it was a nice surprise to be treated like a valued guest on our flight with Bamboo Airways. Teaching the competition a lesson.
And a bottle of free water during the flight thrown in. Thanks",Date of travel: January 2020,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Customer Service and Online Booking far from their 5 star claim,"Claiming to become a 5 star airline, as their goal is, their website and customer service is far behind low cost carriers like Vietjet or Jetstar.
Booking online, the system asked me twice to start over again with a ""Try again Later"".
The first payment failed.
The second attempt worked.
As their system does not keep any customer information on failed attempts but you have to go through the entire procedure again, I had to enter all pax details (5 pax) 4 times.
Which brings it to 20 instead of 5 entries.
Absolutely annoying.
I ended up doing a mistake with one of the names when the booking succeeded. I am still not sure it was me or their system (as by all the failed attempts).
So I got one ticket (lead passenger) with the wrong name.
Asking for help, I was told the change would be an amount coming to 95% of the flight fare.
I requested a cancellation fee and they told me the (highest priced economy tariff) would be non refundable.
Fair enough.
So I tried to change my name online and pay the fee. Guess what?
The system offers the menu item ""Change Name"". But once you filled the form and click submit, you get an error message ""Call the Service Center"".",Date of travel: January 2020,
5.0 of 5 bubbles,Kusum Nagesh,"Very courteous service, spic & span cabin, keep up the great service, highly recommended for other travellers.",Date of travel: January 2020,
1.0 of 5 bubbles,Scam. Got no money back after our flight was cancelled,"Our flight to Hanoi was cancelled and we were offered the opportunity to rebook. We were only offered one alternative day that still had cheap seats, which we had to decline because of our connecting flight. We, however, got a confirmation of our “acceptance” of our new flight date. The call centre is permanently offline and so far we haven’t got any response on our emails. 0 stars for service. 5 stars for scam.",Date of travel: January 2020,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Great airline,"I was impressed. We were on a very nice airplane and it had plenty of room. Only a 50 minute flight and once up in the air, we were given a bottle of water.  The attendants were very nice. The seats are a little on the firm side but for a short flight, it was fine.  The price was unbeatable!  I don’t think any of the other airlines could touch the price we paid.  It was around $100 Canadian for the two of us. Fantastic!",Date of travel: January 2020,
5.0 of 5 bubbles,Excellent Crew and Service,"comfortable airplane with very friendly staff. All Stewards were absolutely welcoming and although it was only a 1h10m flight, there was a small breakfast and water included. Flight was in time and the luggage arrived undamaged. Totally recommend this airline.",Date of travel: January 2020,
4.0 of 5 bubbles,Good flight and comfortable,Good flight for service and comfort. Staff super professional and kind. Food very Vietnamese so as a westerner i couldn't stomach it. But overall highly recommend and good prices!,Date of travel: January 2020,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,very ugly lady with very bad look in counter one Very bad behavior not polite ..my fly Ruined ready,"Im frequent flyer to vietjet. that expat we called air delay all the time .and i be happy took bambo  open and i try it and i find it clear,timely ,polite staff but todaty AND I REGISTER AS MEMBERES AND THIS MY 6 FLYS   and today  i took fly HQ0157 FROM DANANG TO HO CHIN MINH AT 8.50AM  as i took seat Number 09C but really so   bad  ans so ugly mornining ruined by this bambo staff .. i put my luagage  that iis two bag with 29kg and i have hand bag with my  lap yop  that correct have 9kg mean is over the limit 7 kg but badly without  using please  or talking nicely just ask please get you bag to 7 kg with very ugly english not polite .. her face very ugly and she she is also ugly face and   look smelly beer  from her mouth or alcohool ... i hate this morning that i approch her ... she keep me there waiting over 20mn..i go look manager..she keep shouting even at the manager   talking loudly and all the guests watching...is so bad ..she cant be in airlines..rather tahn toilet cleaner so soory ..even toilet cleaner she not merit as she is very ugly like wish looking ...so bad morning...",Date of travel: January 2020,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Not family friendly,"They make families with babies, pregnant women, and young children wait until the end of the boarding process to proceed. Meaning no baggage space for cabin baggage for those who need it the most. They also nearly refused to allow us to take the cabin certified stroller (baby zen yo-yo) on board and insisted it would have to fold up and fit in the carry-on in order to board. Uneducated, rude, unprofessional l, staff. Never seen anything like it.",Date of travel: January 2020,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Wow!,"It didn’t feel like a budget airline at all, better than Vietnam Airlines at all aspects. Flight was on time with generous legroom. The crew! So extremely polite and classy! And on only 2h flight they served pastry with a fruit salad and very good coffee- all that in economy. They are trying really hard and it shows. ",Date of travel: January 2020,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,The first budget airlines that I feel good,"This is the first time I fly with Bamboo Airways and is was very good. I very impressed. 
Is was good. ALL of the thing on this airplane is excellent. Is an Airbus A321 Neo. I recommend that everyone should fly this airlines.",Date of travel: January 2020,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Fantastic,"Quy Nhon to Hanoi, Very good from start to finish. The check in was quick. Boarding was also quick. The aircraft was a new A320-neo. The crew were fantastic and service was pleasant, helpful and very friendly. They also offer a complimentary snack and water",Date of travel: January 2020,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,Okay budget airline.,"Efficient booking and check in. Price was good, 1/2 price of Vietnam airlines. Don't expect any frillls onboard and the seats are cramped for an average 5'8"" tall guy, so a taller person may want to go for business class as they have much more leg room.",Date of travel: January 2020,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
4.0 of 5 bubbles,Budget airline but not budget performance,"This was part of a 2 flight transit across Vietnam on Christmas Eve, booked through Skyscanner and chosen because it was the cheapest option. We didn't expect a snack and a cup of tea/coffee included in the price, accompanied by swift and efficient but nevertheless very friendly service. Both the coffee and the snack were good. I had already booked a follow up flight with Bamboo 2 days later - again on the cheapest option criterion - and was not disappointed with that flight either, although the coffee didn't appear on that flight; so maybe they're a bit inconsistent, but they still gave us a tasty snack on the second flight. For the money they charged it was fantastic value.",Date of travel: December 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Great domestic flight,"Went to Da Nang from HCM and back again. A minor delay during our return flight, but nothing out of the ordinary - and also caused by unpredictable issues, which Bamboo can not be held responsible. 
A small sandwich and a bottle of water was served on the trip, and the sandwich was in fact alright. 
Staff was smiling and offered great service. 
Price was fair, and check-in was easy. 

Will certainly use them again next time.",Date of travel: December 2019,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Fresh and fast developing airline,"For the first time with this new airline I flew Hanoi-Hue 5th January on an A320-200. Purchase online was easy and very clear without any hidden costs. A minor reschedule was clearly informed (and adjustable) weeks before departure. The airline is already very popular in Vietnam and grows quickly. Checked in smooth though long queues despite 10 counters were open. Had to wait some 40 Minutes to be checked in. Got offered any seat and chose an exit seat as flight was only half full. No issue with luggage like for other low cost carriers, especially the Vietjetair that troubles many passengers due to extremely strict luggage policies with several checks in airports. Onboard, 4 FAs and 2 “service attendants” easily took care of the 80 passengers. The FAs were all Turkish women while the SAs were Vietnamese and acted mainly as translators. Nice international touch. Given water, tissue, magazines. I brought my own coffee sachets to get expresso onboard. 8 business class seats were empty. Flight on time. Busgating in both ends. Extremely good value for money, paid 33 USD. Attendant were very talkative and extrovert. No IFE on board but no need as flight took only 70 Minutes. Bamboo Airways have their logos and branding everywhere onboard with nice decorations and new uniforms etc. Even the drinking water were produced, labelled and marketed by the airline. Bamboo is considered as an LCC carrier but compares at least to a 3-star legacy carrier. A meal or at least a snack would have been nice but hard to claim for the price paid. Will fly again a.s.a.p.",Date of travel: January 2020,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Constant flight time changes,"I booked my flights in October to fly at the end of December. Within that time, Bamboo Airways changed the departure times of both legs of my trip 6 times, ranging from departing in the morning to leaving late evening. While the airline communicated these changes, their excuse was always because they are a new airline. 

The service on the plane was good. For a 2-hour flight, I got a small sandwich, yogurt, and a drink. There wasn't a lot of legroom, but it was bearable.",Date of travel: December 2019,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
2.0 of 5 bubbles,Poor service,"Smiles from ear to ear while they politely refuse any customer service.
They have strategically lost a customer.",Date of travel: December 2019,
1.0 of 5 bubbles,Changed flight time without notification ,"We booked an 8am flight and went to check in. 

The flight was changed from 8am to 1:25pm with no communication from the airline via text or email. 

We were going on a halong bay cruise and at the last minute, needed to cancel this flight, find another flight and rebook transportation incurring additional costs due to their change. 

Fortunately we went to check in and found out about the change however if we didn't, we would have appeared at the airport with no flight and alternative options as all direct flights were practically sold out  

This occurred close to New Years which was even more unbelievable. 

Then we had a series of exchanges via email to get my refund. Instead of just refunding you based on the card used, you have to to confirm everything to them via email which isn't secure. 

Unprofessional, lack of communication, inefficient and not impressed. 

Additionally, they need to take security measures with  credit cards more seriously and not transmit these details over email and ensure secure confidential simple measures are enacted, e,g., just refunding passengers on the card used.  ",,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
2.0 of 5 bubbles,Worst service & management ,"We take about 40 flights / year and travel economy  (2-3 kids with us usually) and for the most part, seamless - even abroad and under passports, visas, etc. We booked this airline at the suggestion of our hotel concierge because it was ‘new’ and very AMERICAN, “good service.” We booked our fights as we always do - and unfortunately did not book Michael under Michael and was under Mike and it was like we had committed a crime. Even when we showed our fight itineraries, credit cards, business cards, other flight boarding passes under this name “Mike”  - they wouldn’t edit it - not let us board. We had to buy a completely new ticket and the worst part was we waited in several lines and watched random unempowered staff texting our information to ‘managers’ who did nothing and refused to assist. This ruined our New Year’s Eve - and our thoughts about this airline. There are so many options to fly - choose another. ",Date of travel: December 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Excellent Experience,"I got opportunity to fly with Bamboo Airways first time. Good seats, enough leg room, on-time. Best part they serve good chicken burger which which was unexpected surprise.",Date of travel: December 2019,
2.0 of 5 bubbles,If important meeting choose another carrier,"After my flight was delayed initially they confirmed I would be put into an earlier flight. Then they cancel the flight 2 hours before take off. 

If you have an important time schedule to follow or meeting please choose another airline, as I have experienced late take offs and cancellations with this airlines",Date of travel: December 2019,
1.0 of 5 bubbles,Be more careful and give less silly answers(bonus track... Scamers at the airport) ,"On the 23rd of December we took the flight from Hanoi to Danang... Before that everything seemed to be fine although we had a few problems with our booking and check in... We tried to see it in a positive way cause the airline is new so it was fair to give them a chance.
I will describe both sides :
Nice uniforms, decent snack, clean and new aircraft.
As for the bad things now: since their system upon web check provides random seats we got seats without window. We decided to see if the plsne would be full and if not ask for a change in an empty seat to see the landing. The answer was ""yes, but you need to come to your seats for landing""... Many people were changing seats without permise and nobody said nothing... After a while we asked again explaining that our cause was to see the landing but they answered ""you should have told it earlier"" that was the silliest answer ever... Fun fact... We asked the same hostess as before... 
Secondly, in front of us there were plenty of people online during take off and landing and nobody told them to switch off their mobiles because all the hostesses were sitting during take off and landing as they are supposed to but without checking belts and mobiles so carefully... These are matters of safety and
 they should definitely be more careful!!!!!!
I would also like to inform all travelers about a scam that takes place at Danang Airport... I apologize for not having the name of the company but it was a terrible day for us... There are some people outside the arrivals that help you find taxi like for example in Doha Airport and they don't ask for money... We took the first one  and as we were on our way to the hotel asked the driver about the cost..  He answered that the cost is what the meter in front says... When we arrived he asked 10.000 plus for the service... That's considered a scam because he could have mentioned that when we asked. ",,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
